CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfilingPLRU-MAX;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;524288;224783534;209641166;157264589;0;0;0;0;0;0;52377600;367052800;0;51200;51200;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MIN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;524288;224783534;209641166;157264589;0;0;0;0;0;0;52377600;367052800;0;51200;51200;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-AVG;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;524288;2.24784e+08;2.09641e+08;1.57265e+08;0;0;0;0;0;0;5.23776e+07;3.67053e+08;0;51200;51200;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MEDIAN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;524288;224783534;209641166;157264589;0;0;0;0;0;0;52377600;367052800;0;51200;51200;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-VAR;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfiling-MAX;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;49;1;0;0;0;524288;54784758;78785450;26984483;0;0;0;0;0;0;51801997;367628403;25131;26069;26062;0;0;0;0;0;0;0;0
FilledCacheProfiling-MIN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;49;1;0;0;0;524288;54784758;78785450;26984483;0;0;0;0;0;0;51801997;367628403;25131;26069;26062;0;0;0;0;0;0;0;0
FilledCacheProfiling-AVG;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;49;1;0;0;0;524288;5.47848e+07;7.87854e+07;2.69845e+07;0;0;0;0;0;0;5.1802e+07;3.67628e+08;25131;26069;26062;0;0;0;0;0;0;0;0
FilledCacheProfiling-MEDIAN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;49;1;0;0;0;524288;54784758;78785450;26984483;0;0;0;0;0;0;51801997;367628403;25131;26069;26062;0;0;0;0;0;0;0;0
FilledCacheProfiling-VAR;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingSingleHold-MAX;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1024;1;0;0.512;0;524288;0;39337898;26223038;0;0;0;0;0;0;13115883;91913749;18473;19990;7170;0;0;0;0;0;0;12821;0
FilledCacheProfilingSingleHold-MIN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1024;1;0;0.512;0;524288;0;39337898;26223038;0;0;0;0;0;0;13115883;91913749;18473;19990;7170;0;0;0;0;0;0;12821;0
FilledCacheProfilingSingleHold-AVG;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1024;1;0;0.512;0;524288;0;3.93379e+07;2.6223e+07;0;0;0;0;0;0;1.31159e+07;9.19137e+07;18473;19990;7170;0;0;0;0;0;0;12821;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1024;1;0;0.512;0;524288;0;39337898;26223038;0;0;0;0;0;0;13115883;91913749;18473;19990;7170;0;0;0;0;0;0;12821;0
FilledCacheProfilingSingleHold-VAR;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1026;1;0.768;0.495;0.517;524288;0;4121563;311569;0;0;0;0;0;0;3811017;26720567;3634;3820;94;0;0;0;0;0;0;3727;0
FilledCacheProfilingGroupElim-MIN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1026;1;0.768;0.495;0.517;524288;0;4121563;311569;0;0;0;0;0;0;3811017;26720567;3634;3820;94;0;0;0;0;0;0;3727;0
FilledCacheProfilingGroupElim-AVG;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1026;1;0.768;0.495;0.517;524288;0;4.12156e+06;311569;0;0;0;0;0;0;3.81102e+06;2.67206e+07;3634;3820;94;0;0;0;0;0;0;3727;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;1026;1;0.768;0.495;0.517;524288;0;4121563;311569;0;0;0;0;0;0;3811017;26720567;3634;3820;94;0;0;0;0;0;0;3727;0
FilledCacheProfilingGroupElim-VAR;associative;1;1024;bit-plru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
