CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfiling-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.006;0.567;0.005;262144;19649989;3592166;459383;0;0;0;0;0;0;3133294;22384786;5480;750;750;0;0;0;0;0;0;0;0
FilledCacheProfiling-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.006;0.567;0.005;262144;19649989;3592166;459383;0;0;0;0;0;0;3133294;22384786;5480;750;750;0;0;0;0;0;0;0;0
FilledCacheProfiling-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.006;0.567;0.005;262144;1.965e+07;3.59217e+06;459383;0;0;0;0;0;0;3.13329e+06;2.23848e+07;5480;750;750;0;0;0;0;0;0;0;0
FilledCacheProfiling-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.006;0.567;0.005;262144;19649989;3592166;459383;0;0;0;0;0;0;3133294;22384786;5480;750;750;0;0;0;0;0;0;0;0
FilledCacheProfiling-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingSingleHold-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.553;0.002;262144;0;10304967;6867981;0;0;0;0;0;0;3437497;24116295;9869;10312;3586;0;0;0;0;0;0;6727;0
FilledCacheProfilingSingleHold-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.553;0.002;262144;0;10304967;6867981;0;0;0;0;0;0;3437497;24116295;9869;10312;3586;0;0;0;0;0;0;6727;0
FilledCacheProfilingSingleHold-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.553;0.002;262144;0;1.0305e+07;6.86798e+06;0;0;0;0;0;0;3.4375e+06;2.41163e+07;9869;10312;3586;0;0;0;0;0;0;6727;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.553;0.002;262144;0;10304967;6867981;0;0;0;0;0;0;3437497;24116295;9869;10312;3586;0;0;0;0;0;0;6727;0
FilledCacheProfilingSingleHold-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.551;0.004;262144;0;934912;117390;0;0;0;0;0;0;818033;5739663;1524;1678;78;0;0;0;0;0;0;1601;0
FilledCacheProfilingGroupElim-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.551;0.004;262144;0;934912;117390;0;0;0;0;0;0;818033;5739663;1524;1678;78;0;0;0;0;0;0;1601;0
FilledCacheProfilingGroupElim-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.551;0.004;262144;0;934912;117390;0;0;0;0;0;0;818033;5.73966e+06;1524;1678;78;0;0;0;0;0;0;1601;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.004;0.551;0.004;262144;0;934912;117390;0;0;0;0;0;0;818033;5739663;1524;1678;78;0;0;0;0;0;0;1601;0
FilledCacheProfilingGroupElim-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
