CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfilingSingleHold-MAX;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;8259840;6428416;0;0;0;0;0;0;1831935;12852225;3585;7170;3586;0;0;0;0;0;0;3585;0
FilledCacheProfilingSingleHold-MIN;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;8259840;6428416;0;0;0;0;0;0;1831935;12852225;3585;7170;3586;0;0;0;0;0;0;3585;0
FilledCacheProfilingSingleHold-AVG;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;8.25984e+06;6.42842e+06;0;0;0;0;0;0;1.83194e+06;1.28522e+07;3585;7170;3586;0;0;0;0;0;0;3585;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;8259840;6428416;0;0;0;0;0;0;1831935;12852225;3585;7170;3586;0;0;0;0;0;0;3585;0
FilledCacheProfilingSingleHold-VAR;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;134912;102712;0;0;0;0;0;0;32711;233529;8;122;58;0;0;0;0;0;0;65;0
FilledCacheProfilingGroupElim-MIN;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;134912;102712;0;0;0;0;0;0;32711;233529;8;122;58;0;0;0;0;0;0;65;0
FilledCacheProfilingGroupElim-AVG;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;134912;102712;0;0;0;0;0;0;32711;233529;8;122;58;0;0;0;0;0;0;65;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;512;1;1;1;1;262144;0;134912;102712;0;0;0;0;0;0;32711;233529;8;122;58;0;0;0;0;0;0;65;0
FilledCacheProfilingGroupElim-VAR;associative;1;512;lru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
