CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfilingPLRU-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.003;0.562;0.007;262144;2954014;2184198;1653279;0;0;0;0;0;0;531430;3728410;41;999;999;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.003;0.562;0.007;262144;2954014;2184198;1653279;0;0;0;0;0;0;531430;3728410;41;999;999;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.003;0.562;0.007;262144;2.95401e+06;2.1842e+06;1.65328e+06;0;0;0;0;0;0;531430;3.72841e+06;41;999;999;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.003;0.562;0.007;262144;2954014;2184198;1653279;0;0;0;0;0;0;531430;3728410;41;999;999;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfiling-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.008;0.551;0.01;262144;20238359;3650168;464514;0;0;0;0;0;0;3186165;22766091;5614;722;722;0;0;0;0;0;0;0;0
FilledCacheProfiling-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.008;0.551;0.01;262144;20238359;3650168;464514;0;0;0;0;0;0;3186165;22766091;5614;722;722;0;0;0;0;0;0;0;0
FilledCacheProfiling-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.008;0.551;0.01;262144;2.02384e+07;3.65017e+06;464514;0;0;0;0;0;0;3.18616e+06;2.27661e+07;5614;722;722;0;0;0;0;0;0;0;0
FilledCacheProfiling-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.008;0.551;0.01;262144;20238359;3650168;464514;0;0;0;0;0;0;3186165;22766091;5614;722;722;0;0;0;0;0;0;0;0
FilledCacheProfiling-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingSingleHold-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.576;0.003;262144;0;10613650;6863421;0;0;0;0;0;0;3750740;26313900;11095;10925;3586;0;0;0;0;0;0;7340;0
FilledCacheProfilingSingleHold-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.576;0.003;262144;0;10613650;6863421;0;0;0;0;0;0;3750740;26313900;11095;10925;3586;0;0;0;0;0;0;7340;0
FilledCacheProfilingSingleHold-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.576;0.003;262144;0;1.06136e+07;6.86342e+06;0;0;0;0;0;0;3.75074e+06;2.63139e+07;11095;10925;3586;0;0;0;0;0;0;7340;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.576;0.003;262144;0;10613650;6863421;0;0;0;0;0;0;3750740;26313900;11095;10925;3586;0;0;0;0;0;0;7340;0
FilledCacheProfilingSingleHold-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.57;0.01;262144;0;1034175;118649;0;0;0;0;0;0;916037;6428091;1717;1869;77;0;0;0;0;0;0;1793;0
FilledCacheProfilingGroupElim-MIN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.57;0.01;262144;0;1034175;118649;0;0;0;0;0;0;916037;6428091;1717;1869;77;0;0;0;0;0;0;1793;0
FilledCacheProfilingGroupElim-AVG;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.57;0.01;262144;0;1.03418e+06;118649;0;0;0;0;0;0;916037;6.42809e+06;1717;1869;77;0;0;0;0;0;0;1793;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;512;random;0;0;0;0;4;1;50;1000;1;512;1;0.005;0.57;0.01;262144;0;1034175;118649;0;0;0;0;0;0;916037;6428091;1717;1869;77;0;0;0;0;0;0;1793;0
FilledCacheProfilingGroupElim-VAR;associative;1;512;random;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
