CfgEvaluationType;CfgCacheType;CfgNSets;CfgNWays;CfgReplAlg;CfgCParam0;CfgCParam1;CfgCParam2;CfgCParam3;CfgEvSetFactor;CfgNExperiments;CfgNProfileRuns;CfgNEvalRuns;CfgUseFlush;AddrFound;TPR;EvSR;EvSRwEvict;EvSRwFlush;AttackMem;Attacker-RdHits;Attacker-RdMisses;Attacker-RdEvictions;Attacker-WrHits;Attacker-WrMisses;Attacker-WrEvictions;Attacker-ExecHits;Attacker-ExecMisses;Attacker-ExecEvictions;Attacker-InvHits;Attacker-InvMisses;Victim-RdHits;Victim-RdMisses;Victim-RdEvictions;Victim-WrHits;Victim-WrMisses;Victim-WrEvictions;Victim-ExecHits;Victim-ExecMisses;Victim-ExecEvictions;Victim-InvHits;Victim-InvMisses
FilledCacheProfilingPLRU-MAX;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;3108;5012;5012;0;0;0;0;0;0;1024;7168;0;1;1;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MIN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;3108;5012;5012;0;0;0;0;0;0;1024;7168;0;1;1;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-AVG;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;3108;5012;5012;0;0;0;0;0;0;1024;7168;0;1;1;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-MEDIAN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;3108;5012;5012;0;0;0;0;0;0;1024;7168;0;1;1;0;0;0;0;0;0;0;0
FilledCacheProfilingPLRU-VAR;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfiling-MAX;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;38;1;0;0;0;524288;77984856;78690747;26898791;0;0;0;0;0;0;51793305;367637095;25169;26031;25705;0;0;0;0;0;0;0;0
FilledCacheProfiling-MIN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;38;1;0;0;0;524288;77984856;78690747;26898791;0;0;0;0;0;0;51793305;367637095;25169;26031;25705;0;0;0;0;0;0;0;0
FilledCacheProfiling-AVG;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;38;1;0;0;0;524288;7.79849e+07;7.86907e+07;2.68988e+07;0;0;0;0;0;0;5.17933e+07;3.67637e+08;25169;26031;25705;0;0;0;0;0;0;0;0
FilledCacheProfiling-MEDIAN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;38;1;0;0;0;524288;77984856;78690747;26898791;0;0;0;0;0;0;51793305;367637095;25169;26031;25705;0;0;0;0;0;0;0;0
FilledCacheProfiling-VAR;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingSingleHold-MAX;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;33034752;25701888;0;0;0;0;0;0;7333887;51394561;7169;14338;7170;0;0;0;0;0;0;7169;0
FilledCacheProfilingSingleHold-MIN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;33034752;25701888;0;0;0;0;0;0;7333887;51394561;7169;14338;7170;0;0;0;0;0;0;7169;0
FilledCacheProfilingSingleHold-AVG;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;3.30348e+07;2.57019e+07;0;0;0;0;0;0;7.33389e+06;5.13946e+07;7169;14338;7170;0;0;0;0;0;0;7169;0
FilledCacheProfilingSingleHold-MEDIAN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;33034752;25701888;0;0;0;0;0;0;7333887;51394561;7169;14338;7170;0;0;0;0;0;0;7169;0
FilledCacheProfilingSingleHold-VAR;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FilledCacheProfilingGroupElim-MAX;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;746304;287185;0;0;0;0;0;0;460142;3234450;365;537;87;0;0;0;0;0;0;451;0
FilledCacheProfilingGroupElim-MIN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;746304;287185;0;0;0;0;0;0;460142;3234450;365;537;87;0;0;0;0;0;0;451;0
FilledCacheProfilingGroupElim-AVG;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;746304;287185;0;0;0;0;0;0;460142;3.23445e+06;365;537;87;0;0;0;0;0;0;451;0
FilledCacheProfilingGroupElim-MEDIAN;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;1024;1;1;1;1;524288;0;746304;287185;0;0;0;0;0;0;460142;3234450;365;537;87;0;0;0;0;0;0;451;0
FilledCacheProfilingGroupElim-VAR;associative;1;1024;lru;0;0;0;0;4;1;50;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
